brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
AMERICAN EAGLE OUTFITTERS,Men Slim Fit Mid-Rise Jeans,2399.0,3999.0,0.4,2.6,13.0
U.S. Polo Assn. Denim Co.,Men Slim Tapered Fit Jeans,1797.0,2899.0,0.38,4.4,5.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
DENIMLOOK,Men Relaxed Fit Jeans,599.0,2499.0,19.0,3.5,24.0
Numero Uno,Light Fade Stretchable Jeans,1649.0,2999.0,0.45,4.6,5.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,4.6,5.0
LINARIA,Straight Fit Clean Look Jeans,611.0,1299.0,0.52,4.6,5.0
WROGN,Men Anti Fit Pure Cotton Jeans,1727.0,2699.0,0.36,3.6,9.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Pepe Jeans,Men Slim Fit Stretchable Jeans,2649.0,5299.0,0.5,3.9,30.0
SZN,Men Mid-Rise Jeans,506.0,1299.0,0.61,3.9,30.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
WROGN,Men Relaxed Fit Jeans,1679.0,2799.0,0.4,3.8,16.0
Nautica,Men Straight Fit Jeans,1461.0,3399.0,0.57,3.6,51.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
LINARIA,Men Mid-Rise Jeans,418.0,1299.0,8.81,4.6,5.0
SPYKAR,Men Skinny Fit Low-Rise Jeans,1229.0,4099.0,0.7,4.5,16.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1229.0,4099.0,0.7,4.5,16.0
LINARIA,Men Slim Fit Jeans,418.0,1299.0,8.81,4.5,16.0
WROGN,Men Jogger Mid-Rise Jeans,1679.0,2799.0,0.4,4.5,16.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
HERE&NOW,Men Jeans,1409.0,2999.0,0.53,4.2,42.0
LINARIA,Men Slim Fit Jeans,420.0,1299.0,8.79,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,420.0,1299.0,8.79,4.2,42.0
Raymond,Men Slim Fit Light Fade Jeans,2349.0,4699.0,0.5,4.2,42.0
U.S. Polo Assn. Denim Co.,Men Skinny Cropped Fit Jeans,1425.0,2299.0,0.38,3.6,14.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
DENIMLOOK,Denim Baggy Fit Jeans,599.0,2499.0,19.0,3.4,25.0
Louis Philippe Jeans,Men Slim Fit Jeans,2483.0,3599.0,0.31,3.4,25.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,3.4,25.0
LINARIA,Tapered Fit Heavy Fade Jeans,419.0,1299.0,8.8,3.4,25.0
WROGN,Men Relaxed Stretchable Jeans,1559.0,2599.0,0.4,3.4,25.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
LINARIA,Tapered Fit Heavy Fade Jeans,419.0,1299.0,8.8,4.3,264.0
LINARIA,Men Slim Fit Jeans,418.0,1299.0,8.81,4.3,264.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,418.0,1299.0,8.81,4.3,264.0
Nautica,Men Slim Fit Jeans,4199.0,5999.0,0.3,4.3,264.0
Calvin Klein Jeans,Men Mid-Rise Cotton Jeans,5999.0,9999.0,0.4,4.3,264.0
Calvin Klein Jeans,Men Slim Fit Jeans,5999.0,9999.0,0.4,4.3,264.0
Antony Morato,Men Skinny Fit Jeans,4799.0,11999.0,0.6,2.8,5.0
WROGN,Men Relaxed Fit Mid-Rise Jeans,1499.0,2999.0,0.5,2.8,5.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Calvin Klein Jeans,Men Straight Fit Jeans,5999.0,9999.0,0.4,4.2,130.0
WROGN,Men Anti Fit Mid-Rise Jeans,1735.0,2799.0,0.38,4.2,130.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,130.0
Tommy Hilfiger,Men Slim Fit Low-Rise Jeans,5999.0,9999.0,0.4,4.2,130.0
Calvin Klein Jeans,Men Skinny Fit Jeans,5999.0,9999.0,0.4,4.2,130.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,5999.0,9999.0,0.4,4.2,130.0
Calvin Klein Jeans,Men Tapered Fit Cotton Jeans,5999.0,9999.0,0.4,4.2,130.0
WAIMEA,Men Skinny Stretchable Jeans,2449.0,6999.0,0.65,4.2,130.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
WROGN,Men Anti Fit Pure Cotton Jeans,1499.0,2999.0,0.5,3.9,31.0
LINARIA,Men Slim Fit Heavy Fade Jeans,418.0,1299.0,8.81,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Pepe Jeans,Men Tapered Fit Low-Rise Jeans,2199.0,5499.0,0.6,4.6,104.0
WROGN,Men Loose Cargo Fit Jeans,1349.0,2999.0,0.55,4.6,104.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Nautica,Men Slim Fit Mid-Rise Jeans,1375.0,3199.0,0.57,4.1,25.0
Roadster,Cotton Heavy Faded Jeans,1507.0,2899.0,0.48,4.1,25.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Iconic,Mid-Rise Heavy Fade Jeans,1393.0,3399.0,0.59,3.8,16.0
AMERICAN EAGLE OUTFITTERS,Men Regular Fit Mid-Rise Jeans,5949.0,6999.0,0.15,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
AMERICAN EAGLE OUTFITTERS,Men Regular Fit Mid-Rise Jeans,5949.0,6999.0,0.15,4.6,5.0
LINARIA,Men Tapered Fit Jeans,419.0,1299.0,8.8,4.6,5.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,419.0,1299.0,8.8,4.6,5.0
WROGN,Men Relaxed Fit Jeans,1507.0,2599.0,0.42,4.2,94.0
COMFITS,Men Jeans,378.0,1299.0,9.21,4.2,94.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
LINARIA,Men Straight Fit Jeans,419.0,1299.0,8.8,4.2,42.0
WROGN,Men Anti Fit Pure Cotton Jeans,1499.0,2999.0,0.5,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1499.0,2999.0,0.5,4.2,42.0
COMFITS,Men Tapered Fit Jeans,380.0,1299.0,9.19,4.2,42.0
LINARIA,Heavy Fade Mid-Rise Jeans,419.0,1299.0,8.8,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
COMFITS,Men Slash Knee Jeans,380.0,1299.0,9.19,4.0,63.0
LINARIA,Mid-Rise Heavy Fade Jeans,420.0,1299.0,8.79,4.0,63.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,4.0,63.0
AMERICAN EAGLE OUTFITTERS,EasyFlex Athletic Jean Jeans,2069.0,4599.0,0.55,4.0,63.0
LINARIA,Men Slim Fit Jeans,418.0,1299.0,8.81,4.0,63.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,2849.0,3799.0,0.25,4.3,264.0
WROGN,Men Slim Fit Jeans,1533.0,2599.0,0.41,4.1,34.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1533.0,2599.0,0.41,4.1,34.0
LINARIA,Men Slim Fit Jeans,418.0,1299.0,8.81,4.1,34.0
Powerlook,Men Boyfriend Fit Jeans,1715.0,2599.0,0.34,4.3,227.0
Calvin Klein Jeans,Men Slim Fit Jeans,1715.0,2599.0,0.34,4.3,227.0
LINARIA,Slim Fit Stretchable Jeans,379.0,1299.0,9.2,4.3,227.0
Calvin Klein Jeans,Men Slim Fit Mid-Rise Jeans,5999.0,9999.0,0.4,4.3,227.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
U.S. Polo Assn. Denim Co.,Slim Fit Mid-Rise Jeans,2219.0,2999.0,0.26,4.2,130.0
AMERICAN EAGLE OUTFITTERS,Men Slim Fit Jeans,2999.0,3999.0,0.25,4.2,13.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.2,13.0
COMFITS,Men Regular Fit Jeans,419.0,1299.0,8.8,4.2,13.0
WROGN,Men Relaxed Fit Jeans,1439.0,2399.0,0.4,4.2,13.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1439.0,2399.0,0.4,4.2,13.0
AMERICAN EAGLE OUTFITTERS,Men Skinny Fit Jeans,2399.0,3999.0,0.4,4.3,30.0
COMFITS,Men Jeans,378.0,1299.0,9.21,4.3,30.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
Blackberrys,Skinny Fit Stretchable Jeans,2399.0,3999.0,0.4,3.9,31.0
WROGN,Men Tapered Fit Jeans,1399.0,3499.0,0.6,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,1655.0,2299.0,0.28,3.9,31.0
WROGN,Men Slim Fit Jeans,1424.0,2499.0,0.43,3.9,31.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
French Connection,Men Straight Fit MidRise Jeans,1574.0,2499.0,0.37,4.1,25.0
Allen Solly Sport,Men Super Skinny Fit Jeans,2399.0,3999.0,0.4,3.9,8.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
SPYKAR,Men Slim Fit Jeans,1294.0,3699.0,0.65,3.3,9.0
U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,1540.0,2299.0,0.33,3.3,9.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,2441.0,3699.0,0.34,4.3,14.0
WROGN,Men Relaxed Stretchable Jeans,1439.0,2399.0,0.4,4.3,14.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1439.0,2399.0,0.4,4.3,14.0
Flying Machine,Men Skinny Fit Low-Rise Jeans,1575.0,3499.0,0.54,4.2,154.0
Levis,Men 550'92 Relaxed Fit Jeans,4274.0,5699.0,0.25,4.5,36.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
LINARIA,Mid-Rise Stretchable Jeans,379.0,1299.0,9.2,4.2,42.0
COMFITS,Men Jeans,379.0,1299.0,9.2,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,379.0,1299.0,9.2,4.2,42.0
LINARIA,Men Tapered Fit Jeans,379.0,1299.0,9.2,4.2,42.0
LINARIA,Men Slim Fit Mid-Rise Jeans,418.0,1299.0,8.81,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,1655.0,2299.0,0.28,4.0,63.0
SPYKAR,Men Slim Fit Jeans,1814.0,3299.0,0.45,3.9,14.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,3.9,14.0
LINARIA,Men Jogger Jeans,611.0,1299.0,0.52,3.9,14.0
Pepe Jeans,Men Tapered Fit Low-Rise Jeans,1839.0,4599.0,0.6,4.3,54.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans,2253.0,4599.0,0.51,4.3,264.0
Wrangler,Men Relaxed Fit Jeans,2249.0,4499.0,0.5,4.3,264.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2249.0,4499.0,0.5,4.3,264.0
DENIMLOOK,Stretchable Baggy Jeans,599.0,2499.0,19.0,3.3,50.0
Pepe Jeans,Men Tapered Fit Low Rise Jeans,2249.0,4499.0,0.5,4.1,18.0
Calvin Klein Jeans,Men Slim Fit Jeans,2249.0,4499.0,0.5,4.1,18.0
Flying Machine,Men Regular Fit Mid-Rise Jeans,2239.0,3499.0,0.36,4.1,18.0
Pepe Jeans,Men Slim Fit Cotton Jeans,2249.0,4999.0,0.55,4.3,32.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Pepe Jeans,Men Slim Fit Jeans,2249.0,4499.0,0.5,4.5,22.0
SZN,Men Regular Fit Mid-Rise Jeans,415.0,1299.0,0.68,4.5,22.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.5,22.0
Louis Philippe Jeans,Men Slim Fit Jeans,2241.0,3799.0,0.41,3.2,6.0
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,2624.0,3499.0,0.25,3.2,6.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2624.0,3499.0,0.25,3.2,6.0
THE BEAR HOUSE,Men Slim Fit Jeans,1847.0,3299.0,0.44,3.0,5.0
Nautica,Men Straight Fit Jeans,3299.0,5499.0,0.4,3.0,5.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
SPYKAR,Men Skinny Fit Low-Rise Jeans,2199.0,5499.0,0.6,3.7,7.0
Nautica,Men Straight Fit Jeans,2749.0,5499.0,0.5,3.7,7.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.7,7.0
EDITLOOK,Men Slim Fit Jeans,593.0,2199.0,0.73,3.9,21.0
Pepe Jeans,Straight Fit Stretchable Jeans,593.0,2199.0,0.73,3.9,21.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Celio,Men Clean Look Cotton Jeans,1799.0,2999.0,0.4,2.8,5.0
Blackberrys,Men Cotton Skinny Fit Jeans,2397.0,3995.0,0.4,2.8,5.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Hardsoda by The Indian Garage Co,Men Slim Fit Mid Rise Jeans,539.0,1999.0,0.73,4.0,12.0
COMFITS,Classic Slim Fit Jeans,420.0,1299.0,8.79,4.0,12.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
SZN,Men Regular Fit Mid-Rise Jeans,506.0,1299.0,0.61,4.6,5.0
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,2099.0,2999.0,0.3,2.9,19.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2099.0,2999.0,0.3,2.9,19.0
ZUSH,Men Cotton Jeans,2030.0,3500.0,0.42,4.7,18.0
U.S. Polo Assn. Denim Co.,Men Slim Tapered Fit Jeans,1425.0,2299.0,0.38,4.5,13.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Pepe Jeans,Men Slim Fit Jeans,2249.0,4499.0,0.5,4.2,42.0
SPYKAR,Men Slim Fit Stretchable Jeans,1899.0,3799.0,0.5,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1899.0,3799.0,0.5,4.2,42.0
AMERICAN EAGLE OUTFITTERS,Men Regular Fit Mid-Rise Jeans,4499.0,5999.0,0.25,4.2,42.0
WROGN,Men Relaxed Fit Mid-Rise Jeans,1439.0,2399.0,0.4,4.2,42.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Peter England Casuals,Men Slim Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
WAIMEA,Men Skinny Fit Jeans,1999.0,4999.0,0.6,5.0,10.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,5.0,10.0
WROGN,Men Slim Fit Stretchable Jeans,1507.0,2599.0,0.42,4.5,11.0
Peter England Casuals,Men Slim Fit Mid-Rise Jeans,1507.0,2599.0,0.42,4.5,11.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
SPYKAR,Men Jeans,2749.0,4999.0,0.45,4.0,44.0
SPYKAR,Men Stretchable Jeans,1999.0,3999.0,0.5,4.0,44.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1999.0,3999.0,0.5,4.0,44.0
Lee,Men Slim Fit Cotton Jeans,2159.0,4799.0,0.55,4.0,29.0
Pepe Jeans,Men Tapered Fit Cotton Jeans,1999.0,4999.0,0.6,4.3,29.0
Calvin Klein Jeans,Men Slim Fit Jeans,1999.0,4999.0,0.6,4.3,29.0
Iconic,Men Tapered Fit Jeans,2749.0,5499.0,0.5,4.3,29.0
Pepe Jeans,Men Skinny Fit Jeans,2078.0,3299.0,0.37,4.3,29.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
SPYKAR,Men Slim Fit Low-Rise Jeans,2149.0,4299.0,0.5,4.2,130.0
Flying Machine,Men Super Skinny Fit Jeans,2159.0,2999.0,0.28,4.6,11.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.6,11.0
VAN HEUSEN DENIM LABS,Men Regular Fit Mid-Rise Jeans,1959.0,2799.0,0.3,4.6,11.0
Flying Machine,Men Super Skinny Fit Jeans,1575.0,3499.0,0.54,4.1,38.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1575.0,3499.0,0.54,4.1,38.0
catch,Men Slim Fit Jeans,1575.0,3499.0,0.54,4.1,38.0
Nautica,Men Straight Fit Jeans,2999.0,4999.0,0.4,4.1,38.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
SELECTED,Scott Bruce Straight Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
SZN,Men Jogger Jeans,428.0,1299.0,0.67,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
John Pride,Men Plus Size Mid Rise Jeans,1949.0,2999.0,0.35,3.6,7.0
glitchez,Men Straight Fit Jeans,499.0,1999.0,0.75,3.9,104.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Pepe Jeans,Men Mid-Rise Stretchable Jeans,1934.0,4299.0,0.55,3.9,52.0
Numero Uno,Men Regular Fit Mid-Rise Jeans,2149.0,4299.0,0.5,3.9,52.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
SZN,Boyfriend Fit Mid-Rise Jeans,519.0,1299.0,0.6,2.9,18.0
Pepe Jeans,Men Tapered Fit Low-Rise Jeans,1999.0,3999.0,0.5,4.6,20.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Pepe Jeans,Men Mid-Rise Stretchable Jeans,1934.0,4299.0,0.55,3.9,52.0
Numero Uno,Men Regular Fit Mid-Rise Jeans,2149.0,4299.0,0.5,3.9,52.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2149.0,4299.0,0.5,3.9,52.0
SZN,Boyfriend Fit Mid-Rise Jeans,519.0,1299.0,0.6,2.9,18.0
Pepe Jeans,Men Tapered Fit Low-Rise Jeans,1999.0,3999.0,0.5,4.6,20.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
Numero Uno,Men Slim Fit Mid-Rise Jeans,2149.0,4299.0,0.5,4.2,42.0
Numero Uno,Men Slim Fit Mid-Rise Jeans,2099.0,3499.0,0.4,4.2,42.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2099.0,3499.0,0.4,4.2,42.0
Pepe Jeans,Men Slim Fit Stretchable Jeans,2024.0,4499.0,0.55,4.1,22.0
Flying Machine,Men Relaxed Fit Jeans,1919.0,2999.0,0.36,4.1,22.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Pepe Jeans,Men Tapered Fit Jeans,1999.0,4999.0,0.6,3.7,18.0
Pepe Jeans,Men Slim Fit Jeans,1899.0,3799.0,0.5,3.7,18.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,3.7,18.0
AMERICAN EAGLE OUTFITTERS,Men Skinny Fit Jeans,5249.0,6999.0,0.25,3.7,18.0
AWACK,Pure Cotton Regular Fit Jeans,1889.0,2999.0,0.37,3.7,18.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
AWACK,Regular Fit High-Rise Jeans,1889.0,2999.0,0.37,4.3,264.0
Pepe Jeans,Men Tapered Fit Low-Rise Jeans,1999.0,3999.0,0.5,4.3,264.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1999.0,3999.0,0.5,4.3,264.0
LINARIA,Classic Regular Fit Jeans,467.0,1299.0,8.32,3.3,7.0
Levis,Men 513 Slim Fit Jeans,1934.0,4299.0,0.55,4.3,104.0
Calvin Klein Jeans,Men Slim Fit Jeans,1934.0,4299.0,0.55,4.3,104.0
Flying Machine,Men Slim Fit Jeans,2134.0,3499.0,0.39,4.3,104.0
Cantabil,Men Regular Fit Cotton Jeans,1399.0,3999.0,0.65,4.3,9.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
THE BEAR HOUSE,Men Skinny Fit Jeans,1275.0,2199.0,0.42,4.2,130.0
Kotty,Men Slim Fit Low-Rise Jeans,439.0,1999.0,0.78,3.4,21.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,3.4,21.0
WROGN,Men Cotton Slim Fit Jeans,1679.0,2799.0,0.4,3.8,6.0
LINARIA,Relaxed Fit Stretchable Jeans,470.0,1299.0,8.29,3.8,6.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,470.0,1299.0,8.29,3.8,6.0
StyleCast x Revolte,Men Baggy Fit  Jeans,1847.0,4199.0,0.56,3.8,6.0
COMFITS,Men Slim Fit Jeans,419.0,1299.0,8.8,3.8,6.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
SELECTED,Men Jeans,4799.0,7999.0,0.4,3.9,31.0
WROGN,Men Relaxed Fit Jeans,1487.0,2399.0,0.38,3.9,31.0
Flying Machine,Men Slim Fit Jeans,1549.0,2499.0,0.38,3.9,31.0
Flying Machine,Men Low Rise Slim Fit Jeans,1440.0,3199.0,0.54,4.4,14.0
SPYKAR,Men Slim Fit Mid-Rise Jeans,1589.0,5299.0,0.7,3.8,79.0
WROGN,Men Anti Fit Jeans,1399.0,2799.0,0.5,4.1,25.0
Minus One,Men Original Regular Fit Jeans,1999.0,4599.0,26.0,4.1,25.0
French Connection,Men Stretchable Jeans,1364.0,3499.0,0.61,4.4,108.0
Mufti,Men Mid-Rise Skinny Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Antony Morato,Men Tapered Fit Jeans,1393.0,3399.0,0.59,3.8,16.0
Pepe Jeans,Light Fade Stretchable Jeans,1393.0,3399.0,0.59,3.8,16.0
FUGAZEE,Men Relaxed Fit Jeans,2099.0,3499.0,0.4,3.7,124.0
WROGN,Men Loose Fit Cotton Jeans,1374.0,2499.0,0.45,4.2,57.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.6,5.0
Pepe Jeans,Men Tapered Fit Low-Rise Jeans,1799.0,3599.0,0.5,4.2,34.0
The Pant Project,Men Slim Fit Chinos Trousers,1990.0,3490.0,15.0,4.4,10.0
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1990.0,3490.0,15.0,4.4,10.0
COMFITS,Men Highly Distressed Jeans,419.0,1299.0,8.8,4.4,10.0
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1949.0,2999.0,0.35,4.4,28.0
WROGN,Men Anti Fit Jeans,1623.0,2799.0,0.42,4.2,42.0
United Colors of Benetton,Men Mid-Rise Clean Look Jeans,2249.0,4499.0,0.5,3.9,24.0
StyleCast x Revolte,Men Regular Fit Mid-Rise Jeans,1793.0,3899.0,0.54,3.9,24.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1793.0,3899.0,0.54,3.9,24.0
Lee,Men Skinny Fit Mid-Rise Jeans,1879.0,3999.0,0.53,4.0,9.0
SPYKAR,Men Slim Fit Jeans,1799.0,4499.0,0.6,4.0,9.0
Roadster,Men Regular Fit Mid-Rise Jeans,759.0,1899.0,0.6,4.0,63.0
Mufti,Men Skinny Fit Jeans,1803.0,4399.0,0.59,3.9,57.0
Cantabil,Straight Fit Mid-Rise Jeans,1799.0,3999.0,0.55,3.9,57.0
Flying Machine,Slim Fit Stretchable Jeans,1829.0,2999.0,0.39,3.9,57.0
FCUK,Men Loose Stretchable Jeans,2020.0,4299.0,0.53,3.9,57.0
Snitch,Men Straight Fit Mid-Rise Jean,2020.0,4299.0,0.53,3.9,57.0
Levis,Men 511 Slim Fit Jeans,1478.0,2899.0,0.49,4.3,264.0
SPYKAR,Men Relaxed Fit Jeans,1849.0,3699.0,0.5,4.3,264.0
Flying Machine,Men Slim Fit Jeans,1829.0,2999.0,0.39,4.3,264.0
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1829.0,2999.0,0.39,4.3,264.0
AMERICAN EAGLE OUTFITTERS,Mid-Rise Light Fade Jeans,4124.0,5499.0,0.25,4.3,264.0
Numero Uno,Men Straight Fit Jeans,1999.0,3999.0,0.5,4.3,264.0
Calvin Klein Jeans,Men Slim Fit Jeans,1999.0,3999.0,0.5,4.3,264.0
Pepe Jeans,Men Slim Fit Low-Rise Jeans,1799.0,3999.0,0.55,4.4,36.0
AMERICAN EAGLE OUTFITTERS,Men Straight Fit Jeans,4674.0,5499.0,0.15,4.4,36.0
WROGN,Men Slim Fit Stretchable Jeans,1275.0,2199.0,0.42,4.2,130.0
Pepe Jeans,Men Tapered Fit Jeans,1907.0,3599.0,0.47,4.3,45.0
AMERICAN EAGLE OUTFITTERS,Straight Fit Mid-Rise Jeans,3849.0,5499.0,0.3,4.3,45.0
Flying Machine,Men Relaxed Fit Jeans,2309.0,3499.0,0.34,4.3,45.0
SPYKAR,Men Mid-Rise Stretchable Jeans,1749.0,3499.0,0.5,3.6,5.0
FREAKINS,Straight Fit High-Rise Jeans,1799.0,4899.0,31.0,3.8,10.0
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1799.0,4899.0,31.0,3.8,10.0
Flying Machine,Men Tapered Fit Jeans,1799.0,2999.0,0.4,4.7,10.0
LINARIA,Mid-Rise Slim Fit Jeans,419.0,1299.0,8.8,4.7,10.0
Levis,Men 511 Slim Fit Jeans,2079.0,3999.0,0.48,3.9,31.0
